Format,AiM CSV File,,,,,,,,,,,,,,,,,,,,,,
Venue,SSKC,,,,,,,,,,,,,,,,,,,,,,
Vehicle,143,,,,,,,,,,,,,,,,,,,,,,
Racer,Nicholas Thorne,,,,,,,,,,,,,,,,,,,,,,
Championship,,,,,,,,,,,,,,,,,,,,,,,
Comment,,,,,,,,,,,,,,,,,,,,,,,
Date,"Sunday, June 19, 2022",,,,,,,,,,,,,,,,,,,,,,
Time,3:42 PM,,,,,,,,,,,,,,,,,,,,,,
Sample Rate,20,,,,,,,,,,,,,,,,,,,,,,
Duration,951,,,,,,,,,,,,,,,,,,,,,,
Segment,Session,,,,,,,,,,,,,,,,,,,,,,
Beacon Markers,77.2,149.128,211.432,270.088,328.931,387.629,446.908,515.157,574.434,633.224,692.104,750.726,809.236,868.166,932.807,951,,,,,,,
Segment Times,1:17.200,1:11.928,1:02.304,0:58.656,0:58.843,0:58.698,0:59.279,1:08.249,0:59.277,0:58.790,0:58.880,0:58.622,0:58.510,0:58.930,1:04.641,0:18.193,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Time,GPS Speed,GPS Nsat,GPS LatAcc,GPS LonAcc,GPS Slope,GPS Heading,GPS Gyro,GPS Altitude,GPS PosAccuracy,GPS SpdAccuracy,GPS Radius,GPS Latitude,GPS Longitude,Logger Temperature,Water Temp,AccelerometerX,AccelerometerY,AccelerometerZ,GyroX,GyroY,GyroZ,Int Batt Voltage,RPM
s,km/h, ,g,g,deg,deg,deg/s,m,m,m/s,m,deg,deg,°C,°C,g,g,g,deg/s,deg/s,deg/s,V,rpm
,,,,,,,,,,,,,,,,,,,,,,,
61.100,46.4506,16,0.9625,-0.1818,-0.1754,-83.4688,41.2611,588.0778,0.0085,0.1360,17.9172,50.52017472,-104.49678557,26.5,39.8,-0.34,0.51,-0.97,44.8,1.9,34.3,4.0,5573
61.150,45.9758,16,1.0305,-0.1685,-0.1669,-81.1428,44.5363,588.0757,0.0085,0.1380,16.4299,50.52017597,-104.49679423,26.5,39.7,-0.30,0.57,-1.00,48.6,2.9,38.7,4.0,5537
61.200,45.9729,16,1.0933,-0.1609,-0.1820,-78.5714,47.6467,588.0558,0.0085,0.1280,15.3564,50.52017753,-104.49680284,26.5,39.6,-0.26,0.64,-1.04,50.4,4.3,42.4,4.0,5484
61.250,45.8258,16,1.1533,-0.1580,-0.2026,-75.9500,50.6511,588.0350,0.0085,0.1200,14.3993,50.52017918,-104.49681133,26.5,39.5,-0.22,0.70,-1.09,50.9,5.9,45.4,4.0,5529
61.300,45.1017,16,1.2022,-0.1741,-0.2453,-73.1291,53.2313,588.0110,0.0085,0.1200,13.4848,50.52018121,-104.49681930,26.5,39.5,-0.19,0.75,-1.15,50.3,7.6,47.5,4.0,5482
61.350,44.4194,16,1.2518,-0.1898,-0.2824,-70.3065,55.8859,587.9897,0.0085,0.1200,12.6500,50.52018335,-104.49682719,26.5,39.5,-0.16,0.81,-1.22,48.4,9.5,49.2,4.0,5464
61.400,43.9040,16,1.3047,-0.2031,-0.2968,-67.4772,58.8383,587.9796,0.0085,0.1200,11.8758,50.52018594,-104.49683472,26.5,39.6,-0.14,0.85,-1.28,45.8,10.9,49.8,4.0,5409
61.450,43.4172,16,1.3557,-0.2111,-0.3137,-64.5485,61.7520,587.9680,0.0085,0.1210,11.1900,50.52018862,-104.49684214,26.5,39.9,-0.11,0.87,-1.33,42.0,12.0,49.6,4.0,5409
61.500,43.0451,16,1.3996,-0.1978,-0.3402,-61.2222,64.5112,587.9514,0.0085,0.1260,10.6196,50.52019170,-104.49684911,26.5,40.0,-0.07,0.90,-1.37,36.7,12.7,48.8,4.0,5403
61.550,42.6296,16,1.4362,-0.1817,-0.3690,-57.7465,66.9408,587.9346,0.0085,0.1310,10.1354,50.52019488,-104.49685589,26.5,40.2,-0.05,0.92,-1.40,30.5,13.1,47.5,4.0,5401
61.600,42.0405,16,1.4437,-0.1548,-0.4074,-53.6734,68.0523,587.9169,0.0085,0.1360,9.8321,50.52019847,-104.49686186,26.5,40.2,-0.02,0.94,-1.41,24.2,13.4,46.3,4.0,5339
61.650,41.5676,16,1.4546,-0.1257,-0.4323,-49.8294,69.3042,587.9046,0.0085,0.1400,9.5459,50.52020212,-104.49686775,26.5,40.2,-0.01,0.98,-1.42,19.7,13.7,45.8,4.0,5369
61.700,41.5600,16,1.4786,-0.0883,-0.4031,-46.9018,71.1181,587.9138,0.0085,0.1400,9.3007,50.52020605,-104.49687332,26.5,40.1,0.00,1.01,-1.41,18.2,13.7,46.5,4.0,5416
61.750,41.5309,16,1.4935,-0.0447,-0.3694,-43.8892,72.4527,587.9239,0.0085,0.1410,9.1230,50.52021006,-104.49687875,26.5,39.9,0.01,1.04,-1.39,18.2,13.7,47.6,4.0,5377
61.800,41.4161,16,1.4720,0.0238,-0.3173,-40.5362,71.8706,587.9374,0.0085,0.1460,9.1715,50.52021436,-104.49688356,26.5,39.8,0.02,1.05,-1.38,16.3,13.8,48.0,4.0,5289
61.850,41.3331,16,1.4467,0.0846,-0.2697,-37.0062,71.0068,587.9506,0.0085,0.1500,9.2644,50.52021876,-104.49688817,26.5,39.7,0.04,1.07,-1.37,10.5,14.0,46.8,4.0,5259
61.900,41.3773,16,1.4056,0.1153,-0.2399,-32.7679,69.0159,587.9623,0.0085,0.1500,9.5419,50.52022351,-104.49689196,26.5,39.7,0.05,1.09,-1.36,2.0,13.9,44.3,4.0,5251
61.950,41.4612,16,1.3489,0.1446,-0.2223,-28.8703,66.2209,587.9691,0.0085,0.1490,9.9648,50.52022828,-104.49689563,26.5,39.8,0.06,1.13,-1.33,-8.5,12.9,40.2,4.0,5163
62.000,41.7040,16,1.2297,0.1684,-0.2539,-26.3351,60.2096,587.9567,0.0085,0.1440,11.0238,50.52023315,-104.49689886,26.5,39.8,0.07,1.16,-1.31,-14.7,11.5,36.8,4.0,5143
62.050,41.9873,16,1.1118,0.1916,-0.2781,-23.8274,54.2452,587.9484,0.0085,0.1390,12.3190,50.52023808,-104.49690198,26.5,39.9,0.07,1.18,-1.28,-17.4,9.6,33.5,4.0,5095
62.100,42.4329,16,0.9988,0.2126,-0.2734,-21.4292,48.4687,587.9566,0.0085,0.1340,13.9335,50.52024322,-104.49690467,26.5,39.9,0.08,1.19,-1.24,-16.2,7.5,30.6,4.0,5126
62.150,42.8103,16,0.8923,0.2288,-0.2726,-19.3210,43.0080,587.9615,0.0085,0.1300,15.8423,50.52024837,-104.49690731,26.5,39.9,0.07,1.16,-1.21,-11.3,5.6,27.9,4.0,5161
62.200,42.9151,16,0.8115,0.2264,-0.2871,-18.3726,38.8110,587.9535,0.0084,0.1300,17.5985,50.52025355,-104.49690983,26.5,39.9,0.06,1.09,-1.18,-4.4,4.0,25.4,4.0,5174
62.250,43.0767,16,0.7286,0.2183,-0.2941,-17.3719,34.5437,587.9487,0.0084,0.1290,19.8470,50.52025876,-104.49691229,26.5,39.9,0.04,0.99,-1.16,3.4,2.9,23.4,4.0,5203
62.300,43.4658,16,0.6374,0.1877,-0.2707,-16.1620,29.9953,587.9567,0.0084,0.1240,23.0630,50.52026411,-104.49691453,26.5,39.8,0.03,0.87,-1.13,11.3,2.3,22.2,4.0,5320
62.350,43.8719,16,0.5740,0.1567,-0.2621,-14.7155,26.7606,587.9601,0.0084,0.1200,26.0922,50.52026951,-104.49691660,26.5,39.7,0.01,0.74,-1.12,18.9,1.9,22.2,4.0,5299
62.400,44.3463,16,0.6213,0.1244,-0.3127,-12.3221,28.7810,587.9447,0.0084,0.1200,24.5229,50.52027505,-104.49691801,26.5,39.6,0.00,0.64,-1.10,26.7,1.8,23.9,4.0,5386
62.450,44.6728,16,0.6873,0.0975,-0.3502,-10.0887,31.6707,587.9343,0.0084,0.1220,22.4494,50.52028058,-104.49691935,26.5,39.5,0.00,0.56,-1.09,36.2,1.8,27.6,4.0,5575
62.500,44.4077,16,0.8282,0.0924,-0.3355,-8.4953,38.0380,587.9435,0.0084,0.1320,18.5807,50.52028606,-104.49692047,26.5,39.4,0.01,0.50,-1.08,45.7,1.9,32.7,4.0,5525
62.550,44.2117,16,0.9609,0.0863,-0.3155,-6.6751,44.0270,587.9540,0.0084,0.1410,15.9823,50.52029157,-104.49692138,26.5,39.3,0.02,0.46,-1.10,52.5,2.6,37.9,4.0,5651
62.600,44.2922,16,1.0607,0.0764,-0.2748,-3.9475,48.5032,587.9698,0.0084,0.1460,14.5337,50.52029720,-104.49692150,26.5,39.3,0.02,0.45,-1.12,54.7,3.8,42.2,4.0,5640
62.650,44.3813,16,1.1601,0.0718,-0.2435,-1.0492,52.9770,587.9814,0.0084,0.1500,13.3331,50.52030279,-104.49692138,26.5,39.5,0.03,0.47,-1.17,50.8,5.4,44.6,4.0,5636
62.700,44.5050,16,1.2584,0.0885,-0.2503,2.5319,57.4413,587.9767,0.0084,0.1500,12.3312,50.52030829,-104.49692027,26.5,39.7,0.04,0.53,-1.22,43.0,7.1,45.5,4.0,5656
62.750,44.6161,16,1.3410,0.0996,-0.2505,5.9177,61.1767,587.9732,0.0084,0.1510,11.6071,50.52031377,-104.49691904,26.5,40.0,0.05,0.62,-1.29,31.9,8.9,45.3,4.0,5610
62.800,44.6766,16,1.3605,0.0886,-0.2244,8.5225,61.9967,587.9744,0.0083,0.1560,11.4691,50.52031920,-104.49691731,26.5,40.3,0.06,0.72,-1.34,24.0,10.0,44.8,4.0,5634
62.850,44.7193,16,1.3748,0.0863,-0.2016,11.2292,62.5885,587.9765,0.0083,0.1610,11.3716,50.52032461,-104.49691539,26.5,40.5,0.07,0.80,-1.39,17.8,10.6,44.1,4.0,5624
62.900,44.6913,16,1.3680,0.1186,-0.1926,14.3438,62.2669,587.9820,0.0083,0.1660,11.4231,50.52032992,-104.49691267,26.5,40.6,0.09,0.87,-1.43,12.9,10.7,43.1,4.0,5629
62.950,44.7274,16,1.3593,0.1538,-0.1835,17.5042,61.8258,587.9890,0.0083,0.1710,11.5139,50.52033520,-104.49690975,26.5,40.7,0.11,0.94,-1.46,9.7,10.6,42.1,4.0,5616
63.000,45.0203,16,1.3429,0.2002,-0.1747,20.8479,60.9065,588.0018,0.0083,0.1760,11.7643,50.52034036,-104.49690602,26.5,40.8,0.12,1.00,-1.46,9.3,10.3,41.5,4.0,5643
63.050,45.2804,16,1.3206,0.2301,-0.1628,23.9960,59.6809,588.0133,0.0083,0.1800,12.0752,50.52034548,-104.49690216,26.5,40.8,0.13,1.03,-1.46,12.0,9.8,41.7,3.9,5664
63.100,45.4095,16,1.2746,0.1940,-0.1390,26.3622,57.2302,588.0197,0.0083,0.1800,12.6282,50.52035043,-104.49689780,26.5,40.7,0.13,1.05,-1.43,17.0,9.1,42.3,3.9,5721
63.150,45.6199,16,1.2370,0.1670,-0.1239,28.8208,55.1872,588.0248,0.0083,0.1810,13.1564,50.52035535,-104.49689324,26.5,40.6,0.14,1.04,-1.40,22.5,8.5,43.0,3.9,5706
63.200,46.1554,16,1.2328,0.1767,-0.1437,31.6493,54.7749,588.0247,0.0083,0.1860,13.4110,50.52036016,-104.49688790,26.5,40.5,0.15,1.02,-1.38,27.2,8.2,43.8,3.9,5842
63.250,46.6266,16,1.2355,0.1874,-0.1530,34.4275,54.6566,588.0275,0.0083,0.1880,13.5772,50.52036489,-104.49688244,26.5,40.3,0.14,0.99,-1.37,30.4,8.0,44.5,3.9,5962
63.300,46.8404,16,1.2655,0.2017,-0.1202,37.0043,55.7140,588.0417,0.0083,0.1780,13.3806,50.52036933,-104.49687652,26.5,40.1,0.14,0.98,-1.36,30.4,8.0,44.7,3.9,5877
63.350,46.9702,16,1.2898,0.2108,-0.0843,39.7083,56.5057,588.0545,0.0083,0.1700,13.2297,50.52037365,-104.49687044,26.5,40.0,0.17,0.96,-1.34,26.9,8.5,44.4,3.9,5975
63.400,46.7639,16,1.2909,0.1990,-0.0357,42.9207,56.2352,588.0607,0.0083,0.1700,13.2349,50.52037747,-104.49686376,26.5,39.8,0.22,0.95,-1.33,20.4,8.9,43.5,3.9,5935
63.450,46.7288,16,1.2919,0.1931,0.0012,46.0423,55.9676,588.0659,0.0083,0.1690,13.2883,50.52038124,-104.49685690,26.5,39.7,0.29,0.93,-1.36,11.7,9.3,42.0,3.9,5931
63.500,47.3787,16,1.2921,0.2105,-0.0084,48.8009,55.7116,588.0665,0.0083,0.1640,13.5350,50.52038484,-104.49684937,26.5,39.7,0.35,0.91,-1.44,0.6,9.3,39.6,3.9,5916
63.550,47.9767,16,1.2806,0.2292,-0.0046,51.5516,54.9448,588.0697,0.0083,0.1590,13.8971,50.52038835,-104.49684170,26.5,39.7,0.37,0.94,-1.48,-8.5,8.8,36.7,3.9,5813
63.600,48.3665,16,1.2224,0.2535,0.0532,54.2708,52.1350,588.0839,0.0083,0.1540,14.7651,50.52039152,-104.49683356,26.5,39.7,0.35,1.00,-1.47,-15.0,7.8,33.8,3.9,5833
63.650,48.7488,16,1.1527,0.2705,0.1006,56.7722,48.8395,588.0980,0.0083,0.1500,15.8860,50.52039466,-104.49682537,26.5,39.7,0.31,1.08,-1.41,-16.6,6.6,31.3,3.9,5831
63.700,49.1013,16,1.0370,0.2587,0.1061,58.4020,43.6011,588.1113,0.0083,0.1500,17.9232,50.52039770,-104.49681697,26.5,39.7,0.29,1.12,-1.33,-13.1,5.3,29.4,3.9,5940
63.750,49.4323,16,0.9226,0.2518,0.1145,59.9599,38.4495,588.1248,0.0083,0.1490,20.4616,50.52040069,-104.49680849,26.5,39.7,0.29,1.11,-1.27,-5.2,3.9,28.4,4.0,5972
63.800,49.6771,16,0.8132,0.2643,0.1346,61.2295,33.6453,588.1387,0.0083,0.1440,23.4991,50.52040351,-104.49679973,26.5,39.7,0.29,1.05,-1.21,4.3,2.7,27.9,4.0,6011
63.850,49.9660,17,0.7119,0.2698,0.1586,62.5107,29.1928,588.1536,0.0083,0.1400,27.2408,50.52040628,-104.49679090,26.5,39.8,0.26,0.98,-1.15,13.0,1.8,27.7,4.0,6067
63.900,50.4312,17,0.6431,0.2479,0.1984,63.8377,26.1463,588.1720,0.0083,0.1400,30.6979,50.52040891,-104.49678177,26.5,39.8,0.20,0.93,-1.06,19.0,1.3,27.3,4.0,6087
63.950,50.9204,17,0.5887,0.2288,0.2273,65.1538,23.6996,588.1884,0.0083,0.1390,34.1957,50.52041150,-104.49677257,26.5,39.8,0.11,0.90,-0.94,21.4,1.3,26.4,4.0,6131
64.000,51.5053,17,0.5920,0.2214,0.2125,66.4262,23.6514,588.1967,0.0083,0.1340,34.6589,50.52041396,-104.49676305,26.6,39.8,0.02,0.89,-0.80,21.0,1.5,25.1,4.0,6191
64.050,52.0318,17,0.5938,0.2229,0.2070,67.6580,23.5477,588.2053,0.0083,0.1310,35.1673,50.52041637,-104.49675349,26.6,39.8,-0.08,0.89,-0.63,19.0,1.6,23.6,4.0,6282
64.100,52.3244,17,0.5897,0.2605,0.2382,68.7273,23.2218,588.2158,0.0083,0.1360,35.8615,50.52041858,-104.49674375,26.6,39.7,-0.15,0.90,-0.47,16.3,1.5,22.1,4.0,6334
64.150,52.6800,17,0.5909,0.2931,0.2673,69.8852,23.0925,588.2269,0.0083,0.1390,36.3074,50.52042074,-104.49673393,26.6,39.7,-0.19,0.89,-0.35,13.4,1.3,20.9,4.0,6357
64.200,53.2871,17,0.6136,0.3061,0.2878,71.3975,23.7498,588.2403,0.0083,0.1340,35.7093,50.52042264,-104.49672379,26.6,39.7,-0.16,0.86,-0.31,10.7,1.1,19.9,4.0,6421
64.250,53.8685,17,0.6275,0.3150,0.3034,72.7682,24.0678,588.2523,0.0083,0.1290,35.6221,50.52042453,-104.49671360,26.6,39.6,-0.08,0.81,-0.35,8.5,0.9,19.1,4.0,6482
64.300,54.3470,17,0.6063,0.3077,0.2997,73.5726,23.0279,588.2587,0.0083,0.1240,37.5615,50.52042637,-104.49670324,26.6,39.6,0.03,0.73,-0.48,6.4,0.7,18.1,4.0,6527
64.350,54.8381,17,0.5842,0.2992,0.2959,74.4273,21.9638,588.2646,0.0083,0.1200,39.7370,50.52042816,-104.49669282,26.6,39.5,0.10,0.66,-0.62,4.9,0.6,17.2,4.0,6581
64.400,55.3794,17,0.5584,0.2860,0.2913,75.4831,20.8031,588.2685,0.0083,0.1200,42.3682,50.52042974,-104.49668217,26.6,39.5,0.16,0.59,-0.76,3.7,0.6,16.2,4.0,6616
64.450,55.8881,17,0.5324,0.2754,0.2878,76.5115,19.6458,588.2737,0.0083,0.1200,45.2763,50.52043128,-104.49667147,26.6,39.6,0.19,0.54,-0.90,3.2,0.7,15.3,4.0,6713
64.500,56.2667,17,0.5056,0.2752,0.2881,77.4305,18.5017,588.2837,0.0083,0.1200,48.4017,50.52043266,-104.49666059,26.6,39.7,0.21,0.48,-1.00,3.3,0.6,14.5,4.0,6752
64.550,56.6655,17,0.4777,0.2748,0.2911,78.3217,17.3289,588.2941,0.0083,0.1200,52.0437,50.52043402,-104.49664964,26.6,39.9,0.21,0.44,-1.08,3.6,0.5,13.8,4.0,6789
64.600,57.1454,17,0.4458,0.2739,0.3046,79.1020,16.0415,588.3063,0.0083,0.1200,56.6966,50.52043530,-104.49663844,26.6,40.2,0.21,0.41,-1.13,3.6,0.5,13.1,4.0,6869
64.650,57.6198,17,0.4149,0.2701,0.3132,79.8416,14.8004,588.3165,0.0083,0.1220,61.9608,50.52043654,-104.49662721,26.6,40.5,0.19,0.38,-1.15,3.2,0.4,12.3,4.0,6891
64.700,58.0723,17,0.3884,0.2549,0.3023,80.4184,13.7449,588.3187,0.0083,0.1320,67.2430,50.52043765,-104.49661591,26.6,40.7,0.17,0.36,-1.16,2.4,0.3,11.5,4.0,6956
64.750,58.5204,17,0.3671,0.2445,0.2916,81.0019,12.8781,588.3199,0.0083,0.1410,72.3230,50.52043873,-104.49660455,26.6,40.8,0.15,0.34,-1.15,1.6,0.1,10.7,4.0,7012
64.800,58.9510,17,0.3665,0.2538,0.2813,81.6118,12.7660,588.3173,0.0083,0.1460,73.4948,50.52043967,-104.49659298,26.6,40.8,0.15,0.33,-1.13,0.7,-0.0,9.9,4.0,7054
64.850,59.4009,17,0.3598,0.2596,0.2698,82.2023,12.4408,588.3145,0.0083,0.1500,75.9915,50.52044059,-104.49658136,26.6,40.9,0.14,0.31,-1.11,0.1,-0.3,9.2,4.0,7114
64.900,59.9285,17,0.3281,0.2521,0.2538,82.7158,11.2632,588.3110,0.0083,0.1500,84.6822,50.52044141,-104.49656954,26.6,40.9,0.15,0.29,-1.09,0.2,-0.6,8.9,4.0,7188
64.950,60.4123,17,0.3013,0.2468,0.2388,83.2436,10.2594,588.3077,0.0083,0.1490,93.7181,50.52044219,-104.49655769,26.5,40.9,0.16,0.27,-1.07,0.7,-1.0,8.9,4.0,7249
65.000,60.7209,17,0.2943,0.2504,0.2276,83.8286,9.9509,588.3050,0.0083,0.1440,97.1170,50.52044286,-104.49654574,26.5,41.0,0.16,0.26,-1.07,0.7,-1.1,9.0,4.0,7270
65.050,61.0635,17,0.2876,0.2525,0.2148,84.4009,9.6537,588.3030,0.0083,0.1400,100.6715,50.52044350,-104.49653376,26.5,40.9,0.16,0.25,-1.07,0.2,-1.1,8.9,4.0,7342
65.100,61.5418,17,0.2822,0.2493,0.1949,84.9227,9.4017,588.3040,0.0083,0.1400,104.1796,50.52044406,-104.49652163,26.5,40.9,0.16,0.25,-1.08,-0.6,-0.9,8.8,4.0,7375
65.150,62.0086,17,0.2766,0.2474,0.1744,85.3720,9.1474,588.3029,0.0083,0.1390,107.8883,50.52044461,-104.49650944,26.5,40.8,0.16,0.24,-1.08,-1.3,-0.8,8.7,4.0,7434
65.200,62.4292,17,0.2704,0.2513,0.1508,85.5316,8.8838,588.2930,0.0084,0.1340,111.8433,50.52044514,-104.49649703,26.5,40.7,0.15,0.23,-1.08,-1.9,-0.7,8.6,4.0,7524
65.250,62.8727,17,0.2628,0.2545,0.1361,85.7586,8.5715,588.2876,0.0084,0.1300,116.7411,50.52044565,-104.49648459,26.5,40.6,0.14,0.22,-1.07,-3.0,-0.6,8.2,4.0,7569
65.300,63.4080,17,0.2490,0.2552,0.1571,86.2548,8.0648,588.3000,0.0084,0.1300,125.1334,50.52044608,-104.49647203,26.5,40.5,0.13,0.21,-1.07,-4.3,-0.2,7.6,4.0,7605
65.350,63.9188,17,0.2359,0.2558,0.1703,86.7525,7.5853,588.3095,0.0084,0.1300,134.1144,50.52044647,-104.49645943,26.5,40.4,0.11,0.20,-1.07,-4.8,0.2,7.0,3.9,7642
65.400,64.3311,17,0.2259,0.2566,0.1522,87.2555,7.2151,588.3073,0.0084,0.1300,141.9048,50.52044671,-104.49644669,26.5,40.4,0.10,0.20,-1.08,-4.2,0.7,6.7,3.9,7660
65.450,64.7389,17,0.2142,0.2565,0.1377,87.7006,6.7917,588.3046,0.0084,0.1300,151.7074,50.52044695,-104.49643393,26.5,40.3,0.09,0.21,-1.09,-2.6,1.0,6.6,3.9,7720
65.500,65.1289,17,0.1954,0.2534,0.1374,87.9136,6.1553,588.3008,0.0084,0.1300,168.4000,50.52044720,-104.49642106,26.5,40.3,0.09,0.21,-1.10,-1.2,1.2,6.4,3.9,7758
65.550,65.5325,17,0.1786,0.2478,0.1356,88.1193,5.5832,588.2976,0.0084,0.1300,186.8079,50.52044745,-104.49640814,26.5,40.3,0.09,0.20,-1.11,-0.6,1.1,6.0,3.9,7823
65.600,65.9904,17,0.1696,0.2322,0.1277,88.2953,5.2679,588.2975,0.0084,0.1300,199.3734,50.52044766,-104.49639502,26.5,40.2,0.09,0.20,-1.12,-1.0,1.0,5.1,3.9,7856
65.650,66.4249,17,0.1604,0.2195,0.1229,88.4783,4.9481,588.2985,0.0084,0.1300,213.6570,50.52044787,-104.49638189,26.5,40.2,0.09,0.18,-1.12,-2.0,0.8,4.1,3.9,7902
65.700,66.7657,17,0.1503,0.2176,0.1302,88.6895,4.6103,588.3037,0.0084,0.1300,230.4852,50.52044802,-104.49636867,26.5,40.2,0.09,0.16,-1.12,-3.1,0.7,2.8,3.9,7950
65.750,67.0983,17,0.1385,0.2151,0.1408,88.8750,4.2227,588.3094,0.0084,0.1300,252.8948,50.52044817,-104.49635544,26.5,40.2,0.09,0.14,-1.13,-3.3,0.6,2.0,3.9,7981
65.800,67.3986,17,0.1198,0.2101,0.1647,88.9578,3.6357,588.3170,0.0084,0.1300,295.0419,50.52044830,-104.49634214,26.5,40.3,0.09,0.12,-1.13,-2.6,0.7,1.7,3.9,8039
65.850,67.7389,17,0.1067,0.2069,0.1859,89.1039,3.2166,588.3251,0.0084,0.1300,335.1633,50.52044840,-104.49632880,26.5,40.3,0.09,0.11,-1.13,-1.2,0.8,1.9,3.9,8070
65.900,68.2392,17,0.1158,0.2112,0.1961,89.5032,3.4694,588.3356,0.0084,0.1300,313.0375,50.52044835,-104.49631529,26.5,40.4,0.09,0.11,-1.13,0.5,1.0,2.3,3.9,8107
65.950,68.7052,17,0.1221,0.2140,0.2029,89.8494,3.6397,588.3452,0.0084,0.1300,300.4337,50.52044832,-104.49630175,26.5,40.5,0.09,0.11,-1.13,1.9,1.0,2.8,3.9,8144
66.000,69.0334,17,0.1173,0.2111,0.1959,89.9834,3.4796,588.3511,0.0084,0.1300,315.7512,50.52044832,-104.49628813,26.5,40.6,0.09,0.11,-1.12,2.6,0.8,3.1,3.9,8189
66.050,69.3632,17,0.1078,0.2087,0.1884,90.0931,3.1808,588.3551,0.0084,0.1300,347.0670,50.52044832,-104.49627447,26.5,40.8,0.10,0.11,-1.10,2.4,0.6,3.0,3.9,8238
66.100,69.6994,17,0.0792,0.2077,0.1793,90.1059,2.3267,588.3516,0.0084,0.1300,476.7779,50.52044829,-104.49626071,26.5,41.0,0.10,0.11,-1.08,1.4,0.3,2.5,3.9,8274
66.150,70.0417,17,0.0516,0.2076,0.1742,90.1097,1.5058,588.3500,0.0084,0.1300,740.3083,50.52044826,-104.49624691,26.5,41.1,0.11,0.10,-1.07,-0.0,0.0,1.8,3.9,8346
66.200,70.4083,17,0.0281,0.2108,0.1853,90.0778,0.8180,588.3558,0.0085,0.1300,1369.9508,50.52044827,-104.49623299,26.5,41.2,0.11,0.09,-1.06,-1.4,-0.2,0.9,3.9,8375
66.250,70.7765,17,0.0052,0.2115,0.1924,90.0411,0.1508,588.3605,0.0085,0.1300,7469.0229,50.52044828,-104.49621905,26.5,41.2,0.10,0.06,-1.05,-2.7,-0.2,0.1,3.9,8422
66.300,71.1515,17,-0.0152,0.2018,0.1832,89.9855,-0.4337,588.3608,0.0085,0.1300,2611.0232,50.52044827,-104.49620499,26.5,41.2,0.10,0.04,-1.05,-3.5,-0.1,-0.5,3.9,8452
66.350,71.5186,17,-0.0335,0.1924,0.1718,89.9454,-0.9566,588.3594,0.0085,0.1300,1189.8630,50.52044828,-104.49619091,26.5,41.1,0.10,0.02,-1.04,-3.7,-0.2,-0.8,3.9,8480
66.400,71.8548,17,-0.0434,0.1840,0.1520,89.9676,-1.2332,588.3512,0.0085,0.1300,927.3740,50.52044829,-104.49617674,26.5,41.0,0.11,0.00,-1.03,-3.2,-0.3,-0.8,3.9,8537
66.450,72.1918,17,-0.0457,0.1778,0.1383,89.9882,-1.2950,588.3468,0.0085,0.1300,887.2158,50.52044831,-104.49616253,26.5,40.8,0.11,-0.01,-1.01,-2.5,-0.5,-0.6,3.9,8590
66.500,72.5326,17,-0.0176,0.1805,0.1494,90.0025,-0.4982,588.3578,0.0085,0.1300,2317.1555,50.52044834,-104.49614816,26.5,40.7,0.11,-0.02,-1.00,-1.7,-0.6,-0.3,3.9,8620
66.550,72.8330,17,0.0083,0.1819,0.1625,89.9881,0.2323,588.3690,0.0085,0.1300,4990.0703,50.52044837,-104.49613380,26.5,40.6,0.10,-0.02,-1.01,-1.1,-0.3,0.0,3.9,8643
66.600,72.9723,17,0.0251,0.1784,0.1835,89.8585,0.6974,588.3807,0.0085,0.1300,1665.2916,50.52044845,-104.49611946,26.5,40.6,0.08,-0.01,-1.03,-0.7,0.2,0.3,3.9,8686
66.650,73.1767,17,0.0404,0.1762,0.2048,89.8092,1.1215,588.3931,0.0085,0.1300,1038.4983,50.52044850,-104.49610507,26.5,40.7,0.07,-0.00,-1.06,-0.3,0.7,0.5,3.9,8715
66.700,73.6421,17,0.0499,0.1792,0.2274,90.0807,1.3813,588.4079,0.0085,0.1300,848.5018,50.52044841,-104.49609052,26.5,40.9,0.05,0.02,-1.09,0.2,1.3,0.6,3.9,8740
66.750,74.0731,17,0.0582,0.1823,0.2399,90.3130,1.6042,588.4186,0.0085,0.1300,734.8778,50.52044832,-104.49607593,26.5,41.2,0.05,0.03,-1.12,0.7,1.6,0.8,3.9,8785
66.800,74.3665,17,0.0612,0.1858,0.2121,90.3880,1.6794,588.4133,0.0085,0.1300,704.7762,50.52044824,-104.49606121,26.5,41.4,0.05,0.04,-1.12,1.3,1.6,0.9,3.9,8810
66.850,74.6969,17,0.0630,0.1889,0.1948,90.4665,1.7206,588.4120,0.0085,0.1300,690.9351,50.52044815,-104.49604646,26.5,41.5,0.05,0.05,-1.11,1.6,1.3,0.9,3.9,8851
66.900,75.1750,17,0.0598,0.1907,0.2191,90.5590,1.6263,588.4267,0.0085,0.1300,735.6854,50.52044806,-104.49603162,26.5,41.6,0.05,0.04,-1.09,1.5,1.0,0.7,3.9,8885
66.950,75.5876,17,0.0556,0.1919,0.2341,90.6105,1.5067,588.4363,0.0085,0.1300,798.4672,50.52044799,-104.49601676,26.5,41.5,0.05,0.04,-1.07,0.9,0.6,0.4,3.9,8924
67.000,75.7379,17,0.0477,0.1909,0.2121,90.4976,1.2857,588.4255,0.0085,0.1300,937.5627,50.52044796,-104.49600185,26.5,41.4,0.05,0.02,-1.06,0.3,0.1,-0.1,3.9,8957
